Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
Taqueria Dona Tere,Tamara,5 stars,The best Mexican food I've had since I've moved here to Mankato. I will be sure to come back again!!! Love it!!!,3 years ago
Taqueria Dona Tere,Laura Calles,5 stars,This place is awesome. Never been there before and I'll be back for more. The burrito was huge!,3 years ago
Taqueria Dona Tere,Antonio Harris,5 stars,I don't normally do reviews but if your looking for some great authentic Mexican food in Mankato this is the place !!! Great food and nice people.,5 years ago
Taqueria Dona Tere,Stephanie Rivas,5 stars,"This place is the best. Always delicious food and the sweetest lady took our order, super polite people.",3 years ago
Taqueria Dona Tere,Silvana Morales,5 stars,Forget la Bamba this place is THE BEST if you want Mexican food done right THIS is the place and they sell LENGUA!! no one sells lengua and this place does!! It's a blessing!!!!,4 years ago
Taqueria Dona Tere,Jerri Holets,1 star,"Tamales were horrible, they need to label the sauces, we don't know what they are, my husband got orange sauce and found out the hard way that it was habanero, that could have been really bad, wasn't impressed at all...",3 years ago
Taqueria Dona Tere,Frank Pete,5 stars,Great place to eat,2 months ago
Taqueria Dona Tere,Staci Stroeing,5 stars,"Great, authentic food! The burritos are the largest I've ever seen, and the tamales are GREAT!",3 years ago
Taqueria Dona Tere,john mikkalson,5 stars,Food here is fantastic! Best burrito I have had in a long time.,a year ago
Taqueria Dona Tere,antonio miranda,5 stars,100 % recommend  food delicious!!!!we got 3 tacos asada and carnitas plate!!!soo good!!!,3 years ago
Taqueria Dona Tere,Rena Corsey,4 stars,I bought a steak burrito it was good but small.,a year ago
Taqueria Dona Tere,Damaris S,5 stars,Best food I've had in town when it comes to Mexican food. They can really throw down in the kitchen.,4 years ago
Taqueria Dona Tere,Oscar Hernandez,5 stars,"Great expereince, food tasted exactly like Mexican food is supposed to taste and the people treat you well.",4 years ago
Burger King,Nick S,5 stars,No purple bun (purple bun not guaranteed) I was pissed but nevertheless he persisted with eating the yummy burger king,4 months ago
Burger King,H Longford,1 star,"Zero stars. DO NOT GO. This place is filthy. Even the people working here are unhygienic, one had dandruff in eyebrows and another long hair not kept back. There was hair hanging from the soda fountain machine (see photo) and not one clean …",7 months ago
Burger King,Connor Crawford,1 star,"Where do I start?

First, we ordered 2 chicken sandwiches (BOGO) and a Bacon King meal. Fries were …",2 months ago
Burger King,Manda,3 stars,"When we went there they were taking a page from another playbook, their ice cream machine was down.  Since we stopped for a milk shake we didn't get anything and went elsewhere. The server was nice though and place was relatively clean.",4 months ago
Burger King,Vanessa Zins,4 stars,"I went for the $6 meal deal.  They don't have spicy chicken fries,  and I was told they wouldn't ever have them.  The food was good,  came out warm and well made. The fries were not soggy. The employees were friendly and honest.  Drive thru went quickly.  Prices are great.",a year ago
Burger King,Jesse Huber,5 stars,This guy Aaron at the Drive through is awesome! But all seem to have a bubbly personality! For a fast food gig that is necessary!,a month ago
Burger King,Joseph Pickar,1 star,Food was disgusting!!!! DO NOT EAT HERE! I LITERALLY THREW MY FOOD AWAY AS SOON AS I TOOK A BITE. I tried to make it better by added other stuff to it but there was no saving it. It was just to gross!! This is a ZERO STAR RATING!!!!!!! …,5 months ago
Burger King,ellisha stone,5 stars,"Honestly, I stayed away from Burger King for a little bit there. My food just was never hot. Hashbrowns were just soggy but the last three times I went within this month. My food has been perfectly hot and my hashbrowns have been crispy and …",5 months ago
Burger King,Kama Olson,1 star,They wouldn't serve me because the lobby was closed and I didn't have a car so he wouldn't let me make an order through the drive-thru he wouldn't let me make an order over the phone and just wait outside to pick up curbside and he wouldn't …,5 months ago
Burger King,Lester Nielsen,5 stars,"Super friendly and efficient customer service, great tasting food, and great prices/deals for the food! Like the 2 croissantwich breakfast sandwiches for $5! McDonald's charges more than that just for as medium frappe or whatever they are called.",7 months ago
Burger King,Nathan Alter,1 star,I arrived at 11:15 p.m. for my online order. I received my order out of the window at 11:39 p.m. All of my food was cold except for my mozzarella fries which apparently took 25 minutes to make well all of my other food sat there getting …,8 months ago
Burger King,Norah,1 star,bro??? bugs?? in food?? i know yall are bad.. but this is a whole new low😭 …,6 months ago
Burger King,Dani Fosseen,5 stars,We stopped at 9:30 pm and food was really good for a Burger King!,2 weeks ago
Burger King,Melissa Quast,4 stars,It’s Burger King of course it’s amazing food! I miss seeing more Burger kings!,a month ago
Burger King,Clement towing Recovery,1 star,I can't tell you how disgusted I am with the fact that I can't even go in and bear to give you $5 for a $5 meal because the food is so disgusting. Your french fries and onion rings all taste the same. I don't think you've ever changed the …,8 months ago
Burger King,Alicia Musa,1 star,I ordered food for my family and all that was delivered was a large French fry! I will get reimbursed for my full order but seriously this isn't the first time this has happened. Other times they can't seem to find my apartment to get my …,9 months ago
Burger King,Dionise “Dee Dee” Dean,1 star,The food was cold. And the chicken fries were cold and rubbery. This is what a full order was. I didn't not eat nothing out of this. Fries was soggy and salty. The drive-thru worker was rude.,a year ago
Burger King,feather family hatley1,5 stars,My favorite place to eat know every one there. Always fresh and delicious,4 months ago
Burger King,earnhardtnut,5 stars,"Good food and service. Could use updating inside and outside, including parking lot.",2 months ago
Burger King,Matthew Penttila,1 star,I ordered a bacon king and got nothing on it except bun and patty,6 months ago
Burger King,David Hallenberger,4 stars,We just missed the lunch busy time as it was busy just after we ordered I stayed with my chicken sandwich as it my favorite at Burger King a little off highway 169,5 years ago
Burger King,Jennifer Gehl,4 stars,Food was good. Service was kinda slow but was somewhat busy.,4 months ago
Burger King,rick sanchez,2 stars,"Idk if it's I'm older or cuz I rarely eat it but I just wasn't thrilled with the food itself, idk. My service was fast though. I know, it's just booger fling. Whopper with chz and bacon was ok/good. Onion rings with zesty 😃. …",10 months ago
Burger King,Robin Throldahl,2 stars,I had my husband pick up drive thru and bring it home.  The frozen coke machine wasn't working (very typical) so he got me a shake.  The shake was like chocolate milk when he got home.  We don't live that far away for it to be completely …,a year ago
Burger King,Rita Nauman,2 stars,Very rude service at the drive through. The food was mediocre but typical Burger King.,6 months ago
Burger King,Vicki Fay,1 star,"Poor Customer Service!!! After waiting for 5 minutes, ask manager how long. He proceeds to flip out. He went on a tantrum, I can only imagine how he treats his employees if he treats customers this way. Saying their oven isn’t working and I …",a year ago
Burger King,Paula Anzures,1 star,We order a burger with bacon my husband did not receive his burger with bacon... FAIL!!!,3 months ago
Burger King,Debra Pederson,5 stars,Best BK in the USA!  Well maintained! Very Clean!  And service similar to a table service restaurant! Great whoppers too!,7 months ago
Burger King,Steph Schultze,5 stars,"For a fast food restaurant, this one was exceptionally good. Xmas eve, they were open, staff was all working together. We were met with a personable cashier and our order was hot.  Thanks for working on xmas eve.",a year ago
Burger King,Tamara Franzmann,1 star,"EVERY time I come here, they get my order wrong. Doesn’t matter what I order, what ends up in my bag is not what I asked for. It’s such a  shame to have to say this…but sadly, the only thing they get right at this drive thru location is the taking my money part. If you want to “Have It Your Way” (BK’s slogan) then don’t come here. :(",a year ago
Burger King,C Whitcomb,4 stars,"They've been so much better at this bk than in they used to be. Food is hot, orders are correct. Definitely improved from years past. Thanks guys!",2 months ago
Burger King,Felix Phoenix,3 stars,Go here if you don't care about getting poisoned by gluten. People don't change their gloves or their fryer oil here even if you order something as low carb and explain that it's an allergy. …,a year ago
